youtube_top_jp_bimonthly_all
video_id,title,category_id,video_duration,tags_count,views,likes,comment_count,thumbnail_link,description_length,time_duration,published_at,subscribers,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
Mv6sobZeK2I,🇮🇳 india vs 🇵🇰 Pakistan Funny AI Samosa Challenge #ai #india #pakistan,22,48.0,0,70311896,2863842,24920,https://i.ytimg.com/vi/Mv6sobZeK2I/hqdefault.jpg,387,29,2025-06-12T01:49:00Z,2830000,AI,thumbnails/Mv6sobZeK2I.jpg,6,3,67.2394386574074,69.2787412686039
mayHixeNKhc,🇮🇳 India VS 🇵🇰 Pakistan Big Fight Between Dogs #ai #india #pakistan,22,54.0,7,62651760,1367733,21402,https://i.ytimg.com/vi/mayHixeNKhc/hqdefault.jpg,67,7,2025-07-04T03:36:00Z,2700000,AI,thumbnails/mayHixeNKhc.jpg,5,4,55.60015625,38.15177864927040
f7SF7tWQUuU,The Cat's Transformation，The Struggle of a Fat Cat #ai #cartoon#cat,22,53.0,0,50100242,926683,1278,https://i.ytimg.com/vi/f7SF7tWQUuU/hqdefault.jpg,25,7,2025-07-04T04:04:57Z,144000,AI,thumbnails/f7SF7tWQUuU.jpg,8,7,89.09784143518520,28.282790624598700
VDPp4mJkmHE,Every Day Dogs Waits… But She Never Came Back 😢#ai #dog #shorts,22,68.0,10,42756783,1472093,2300,https://i.ytimg.com/vi/VDPp4mJkmHE/hqdefault.jpg,990,18,2025-06-22T17:26:31Z,376000,AI,thumbnails/VDPp4mJkmHE.jpg,6,4,55.803015046296300,37.74866004265930
1fcI46JkSZY,Heroic Pup Rescued The Baby | AI Rescue Story | #Rescue #Story #AI,15,74.0,5,38086254,421365,183,https://i.ytimg.com/vi/1fcI46JkSZY/hqdefault.jpg,506,24,2025-06-17T06:43:27Z,171000,AI,thumbnails/1fcI46JkSZY.jpg,5,2,39.85887731481480,18.41702403792390
ejQU71CPI7g,Indian Army baby saves bus from falling into ditch 😭 #ai #baby,22,28.0,3,39896532,643855,490,https://i.ytimg.com/vi/ejQU71CPI7g/hqdefault.jpg,62,21,2025-06-19T13:32:57Z,2010000,AI,thumbnails/ejQU71CPI7g.jpg,3,2,80.05777199074080,34.32062837325900
V4i5jPYv_7s,Real life vs AI. Part 7,23,13.0,7,35647552,602379,653,https://i.ytimg.com/vi/V4i5jPYv_7s/hqdefault.jpg,76,15,2025-06-25T11:01:01Z,12900000,AI,thumbnails/V4i5jPYv_7s.jpg,2,1,72.00215856481480,26.618843183212000
37xbso9HpRs,"India vs Pakistan: Funny AI Men Dance-Off | Comedy Battle of Moves!"" #ai #india #pakistan",22,57.0,0,28975067,1307706,6217,https://i.ytimg.com/vi/37xbso9HpRs/hqdefault.jpg,433,26,2025-06-15T01:49:01Z,2830000,AI,thumbnails/37xbso9HpRs.jpg,2,1,90.29182291666670,62.57407497491410
jyDyCwwpqTs,A soldier rescued a child who was buried alive 👧 #ai #army,22,35.0,5,24511431,818130,384,https://i.ytimg.com/vi/jyDyCwwpqTs/hqdefault.jpg,58,14,2025-06-26T14:35:50Z,262000,AI,thumbnails/jyDyCwwpqTs.jpg,5,2,96.84028935185190,30.61007929045950
sN8KrOWAI7c,#duck #funny #funnyduck  #ai #cuteduck,15,67.0,0,26542075,413585,515,https://i.ytimg.com/vi/sN8KrOWAI7c/hqdefault.jpg,0,12,2025-06-29T04:00:06Z,112000,AI,thumbnails/sN8KrOWAI7c.jpg,2,2,85.06607638888890,40.714497851382300
B4OW__4tOQY,"The little mermaid is infected, the puppy help 🌟#magic #ai #youtubeshorts",22,62.0,0,24219811,1679494,5235,https://i.ytimg.com/vi/B4OW__4tOQY/hqdefault.jpg,252,27,2025-06-14T03:28:14Z,1680000,AI,thumbnails/B4OW__4tOQY.jpg,6,2,58.14403935185190,72.82234364708310
OhyHmBgVWDE,先輩に襟を正してもらう柔道家 #ai #judo #athlete #sports #かわいい #美女,22,6.0,0,34543137,89889,476,https://i.ytimg.com/vi/OhyHmBgVWDE/hqdefault.jpg,0,14,2025-06-26T09:35:33Z,35700,AI,thumbnails/OhyHmBgVWDE.jpg,9,2,81.67009837962960,29.02306224606070
5eC-7p3q4o0,AI teases humans🧠🤖| Ex Machina (2014)#movie #tvshow #foryou,1,60.0,0,22038506,574459,4937,https://i.ytimg.com/vi/5eC-7p3q4o0/hqdefault.jpg,1690,11,2025-06-29T11:37:10Z,10000,AI,thumbnails/5eC-7p3q4o0.jpg,5,2,69.42886574074080,10.453435799151500
96o15Ng89G4,Indian army baby saves school children's bus from terrorists 😭 #ai #army,22,35.0,3,19596022,285201,88,https://i.ytimg.com/vi/96o15Ng89G4/hqdefault.jpg,72,26,2025-06-14T13:31:17Z,2010000,AI,thumbnails/96o15Ng89G4.jpg,5,2,85.53618634259260,34.45935487874780
2-Ax6MsEAq4,Army baby saves passenger train from broken bridge 😭 #ai #army,22,33.0,3,20341224,298289,150,https://i.ytimg.com/vi/2-Ax6MsEAq4/hqdefault.jpg,62,28,2025-06-12T13:47:14Z,2010000,AI,thumbnails/2-Ax6MsEAq4.jpg,3,2,93.27109375,53.90075108752810
L4bbtvLAtUA,Qurbani Mubarak 2025 🥰 #qurbani2025 #eid2025 #ai #trending #viralvideo #youtubeshorts #foryou #art,22,5.0,0,28748129,104968,48,https://i.ytimg.com/vi/L4bbtvLAtUA/hqdefault.jpg,98,21,2025-06-19T08:29:24Z,148000,AI,thumbnails/L4bbtvLAtUA.jpg,5,3,69.18141782407410,38.35313515515980
R1BiHSrQAGU,Heroic Pup Rescued The Baby From Flash Flood | AI Rescue Story | #Rescue #Story #AI,15,61.0,5,17054296,117488,102,https://i.ytimg.com/vi/R1BiHSrQAGU/hqdefault.jpg,506,9,2025-07-01T16:11:11Z,171000,AI,thumbnails/R1BiHSrQAGU.jpg,2,1,74.9768113425926,17.97964148081380
MYzRsjc3v4I,🇮🇳 India VS 🇵🇰 Pakistan Train Racing Challenge #ai #india #pakistan,22,23.0,6,16688630,398515,2307,https://i.ytimg.com/vi/MYzRsjc3v4I/hqdefault.jpg,67,6,2025-07-05T03:36:00Z,2700000,AI,thumbnails/MYzRsjc3v4I.jpg,4,2,98.05116898148150,50.923262839219100
9JRrIUYtoKc,Cutest 'Alo Mama'Ever 63.0 #shorts #ai #baby,22,6.0,0,22865194,86487,106,https://i.ytimg.com/vi/9JRrIUYtoKc/hqdefault.jpg,0,10,2025-06-30T12:58:08Z,9300,AI,thumbnails/9JRrIUYtoKc.jpg,5,3,99.29607060185190,76.6975920158975
d1k0s_qFiwo,The Smile 😍 / Beautiful Modeling Girl/ Ai Girl Saree Model video 💫💫,22,7.0,8,19414567,75271,447,https://i.ytimg.com/vi/d1k0s_qFiwo/hqdefault.jpg,92,23,2025-06-17T17:29:39Z,54700,AI,thumbnails/d1k0s_qFiwo.jpg,3,1,63.168958333333300,26.198809070809100
9h7wFneYeqI,Shark family  are in Fear  #shark #whale #ocean #shorts#ai #aianimation,22,8.0,0,18221211,62908,18,https://i.ytimg.com/vi/9h7wFneYeqI/hqdefault.jpg,0,25,2025-06-15T09:52:53Z,4470,AI,thumbnails/9h7wFneYeqI.jpg,0,0,58.231510416666700,15.101882933611200
keO1r_kGm-E,Indian army baby saved train from terrorists in jungle 😭 #ai #army,22,32.0,3,13371591,197034,0,https://i.ytimg.com/vi/keO1r_kGm-E/hqdefault.jpg,66,14,2025-06-26T13:29:32Z,2010000,AI,thumbnails/keO1r_kGm-E.jpg,11,3,71.57389467592590,49.89342612795200
PqCB0xKFxnc,He thought she was cheating💔🥹 #shorts #viralvideo #ai #aicat #fyp,1,66.0,0,13074884,340889,207,https://i.ytimg.com/vi/PqCB0xKFxnc/hqdefault.jpg,0,29,2025-06-11T15:00:03Z,99800,AI,thumbnails/PqCB0xKFxnc.jpg,10,3,46.92339699074070,30.701416236609900
ARFQdGPMmLQ,🔥 MARVEL IN KERALA #veo3 #avengers #ai,22,17.0,17,14200886,178762,433,https://i.ytimg.com/vi/ARFQdGPMmLQ/hqdefault.jpg,181,19,2025-06-22T06:44:48Z,31300,AI,thumbnails/ARFQdGPMmLQ.jpg,5,2,35.774033564814800,19.247063231376400
cA0fwJ5o3kA,The dog ate ants along with cake #shorts #ai #dog #puppy #icecream #cake,22,35.0,15,11291677,109465,42,https://i.ytimg.com/vi/cA0fwJ5o3kA/hqdefault.jpg,716,23,2025-06-18T00:57:00Z,1190000,AI,thumbnails/cA0fwJ5o3kA.jpg,4,3,57.52699074074070,35.48127704890250
giT0ytynSqg,"Godfather of AI: I Tried to Warn Them, But We’ve Already Lost Control! Geoffrey Hinton",22,5408.0,6,6341268,150273,20042,https://i.ytimg.com/vi/giT0ytynSqg/hqdefault.jpg,2964,25,2025-06-16T07:00:44Z,11100000,AI,thumbnails/giT0ytynSqg.jpg,2,1,59.09122685185190,56.68983442800060
hsZsUxreA34,History's Scariest AI Nuclear War Story,22,45.0,0,12338776,226778,1895,https://i.ytimg.com/vi/hsZsUxreA34/hqdefault.jpg,0,14,2025-06-26T18:00:57Z,227000,AI,thumbnails/hsZsUxreA34.jpg,2,1,36.523292824074100,31.22042945253440
C8Hm5R8ntZM,Top 4 Best Grow a Garden AI Videos (PT.3) 😂,22,35.0,0,10153523,117140,1814,https://i.ytimg.com/vi/C8Hm5R8ntZM/hqdefault.jpg,52,16,2025-06-24T16:23:55Z,34700,AI,thumbnails/C8Hm5R8ntZM.jpg,2,2,28.624189814814800,33.041607271304000
aQiPiGAj954,Ep.2 Lucky Accident | Brainrot Squid Game | #ruinedbyai #funny #squidgame3 #player222 #ai #Shorts,24,14.0,24,12197048,62904,39,https://i.ytimg.com/vi/aQiPiGAj954/hqdefault.jpg,273,5,2025-07-05T16:27:17Z,19400,AI,thumbnails/aQiPiGAj954.jpg,6,4,73.04491898148150,46.66932834631040
rgFOBR7HHZ8,"A woman was attacked by a group of ants, and the puppy saved her #fluffy #cute #guanyin #shorts #ai",24,41.0,0,9125589,147539,86,https://i.ytimg.com/vi/rgFOBR7HHZ8/hqdefault.jpg,99,11,2025-06-29T14:06:08Z,1320000,AI,thumbnails/rgFOBR7HHZ8.jpg,4,1,70.5141087962963,32.87227903745860
X_RbyMBK1j0,Brainrot Zombie Kids 🧟‍♂️ #tralalerotralala #tungtungtungsahur #lirililarila #brainrot #ai,24,32.0,0,9919480,63078,38,https://i.ytimg.com/vi/X_RbyMBK1j0/hqdefault.jpg,0,14,2025-06-27T05:29:21Z,5620000,AI,thumbnails/X_RbyMBK1j0.jpg,11,3,49.67030092592590,50.42153703130320
jjwt-7Iov0k,Your personal AI. The new Meta AI app.,28,31.0,0,5159122,241,0,https://i.ytimg.com/vi/jjwt-7Iov0k/hqdefault.jpg,55,16,2025-06-24T13:32:45Z,425000,AI,thumbnails/jjwt-7Iov0k.jpg,1,1,48.68561342592590,12.484907960971900
OZaH9h0RH9k,Before Bihar Election Modi enjoyed Desi Meal! #shorts #modi #ai #biharelection,22,10.0,0,13673278,57567,229,https://i.ytimg.com/vi/OZaH9h0RH9k/hqdefault.jpg,520,6,2025-07-04T08:50:16Z,117000,AI,thumbnails/OZaH9h0RH9k.jpg,16,2,74.48500578703700,43.08531920010890
TWpg1RmzAbc,AI Slop: Last Week Tonight with John Oliver (HBO),24,1745.0,0,4815488,164431,11335,https://i.ytimg.com/vi/TWpg1RmzAbc/hqdefault.jpg,820,18,2025-06-23T06:30:15Z,9920000,AI,thumbnails/TWpg1RmzAbc.jpg,4,3,49.19985532407410,39.77995731832080
0nr6w9PXLYg,Heroic Pup Rescued The Baby | AI Rescue Story | #Rescue #Story #AI,15,71.0,5,8799782,86282,35,https://i.ytimg.com/vi/0nr6w9PXLYg/hqdefault.jpg,506,4,2025-07-06T15:50:59Z,171000,AI,thumbnails/0nr6w9PXLYg.jpg,3,3,91.22618055555560,25.734774656502800
t-oLGxzHyWQ,Drive Thru A.I. Robot Prank,24,1084.0,0,4546302,93888,3704,https://i.ytimg.com/vi/t-oLGxzHyWQ/hqdefault.jpg,746,10,2025-06-30T17:14:17Z,16400000,AI,thumbnails/t-oLGxzHyWQ.jpg,5,4,84.69001736111110,55.60392351762560
gEZJrYN2J_Q,Ranking Top 4 Best Grow a Garden AI Videos 😂👑,22,28.0,0,8047696,100406,768,https://i.ytimg.com/vi/gEZJrYN2J_Q/hqdefault.jpg,52,20,2025-06-21T00:42:06Z,34700,AI,thumbnails/gEZJrYN2J_Q.jpg,4,2,38.46709490740740,27.597377884343300
usJFtVFAyrc,Sawat Innocent People Flood سوات سیلاب #Sawat #ai #veo3 #flood #rain,22,8.0,0,12387221,150440,455,https://i.ytimg.com/vi/usJFtVFAyrc/hqdefault.jpg,0,11,2025-06-30T04:33:55Z,23400,AI,thumbnails/usJFtVFAyrc.jpg,9,1,58.34486111111110,30.52897408315390
8uI_-3KKpAs,cute baby girl brings a toy #ai #cute #baby#girl#funny,24,17.0,0,8269387,60745,18,https://i.ytimg.com/vi/8uI_-3KKpAs/hqdefault.jpg,0,12,2025-06-28T08:40:41Z,7500,AI,thumbnails/8uI_-3KKpAs.jpg,7,3,55.50862847222220,49.583965307938700
H4Q15cCS8ss,Meta AI is crazy 💀,24,6.0,41,12916022,223709,4057,https://i.ytimg.com/vi/H4Q15cCS8ss/hqdefault.jpg,630,19,2025-06-21T20:21:16Z,2070000,AI,thumbnails/H4Q15cCS8ss.jpg,8,3,40.36191550925930,33.09550471803480
Jrejs_MF8-o,Top 4 Best Grow a Garden Ai Videos 😂 (part.6),22,33.0,12,7169584,101999,2492,https://i.ytimg.com/vi/Jrejs_MF8-o/hqdefault.jpg,58,11,2025-06-29T15:16:38Z,33000,AI,thumbnails/Jrejs_MF8-o.jpg,2,1,96.51625578703700,44.93776320939480
VvztPhSjHrs,Is the VIRAL AI LAVA trend worth the hype?,24,24.0,0,8553973,194335,783,https://i.ytimg.com/vi/VvztPhSjHrs/hqdefault.jpg,826,5,2025-07-05T19:42:46Z,2780000,AI,thumbnails/VvztPhSjHrs.jpg,5,4,65.75111111111110,68.15432201332990
M2WTUoy4y6E,aespa 에스파 'Dirty Work' MV,10,190.0,16,37650566,1050152,68046,https://i.ytimg.com/vi/M2WTUoy4y6E/hqdefault.jpg,629,14,2025-06-27T03:59:07Z,33300000,music,thumbnails/M2WTUoy4y6E.jpg,8,1,75.92530671296300,10.615146573055800
SYFB9B0uaZE,Mom Mermaid with Babies #animation #mermaidmom#mermaid #animals #cute#cartoon #fantacy#music#funny,24,11.0,16,78996779,455119,345,https://i.ytimg.com/vi/SYFB9B0uaZE/hqdefault.jpg,0,27,2025-06-14T02:55:57Z,87400,music,thumbnails/SYFB9B0uaZE.jpg,15,2,88.24017939814810,38.78614382402600
rkYuufTXkL8,How It’s Done,10,177.0,8,22129830,357654,0,https://i.ytimg.com/vi/rkYuufTXkL8/hqdefault.jpg,779,21,2025-06-19T10:02:43Z,104000,music,thumbnails/rkYuufTXkL8.jpg,0,0,98.0570775462963,39.002477789249800
ZLU4rx24024,JHIM JHIM - Neha Kakkar & Ekdev Limbu | Ritvik Sahore & Priya P Varrier | Rajat Nagpal | Anshul Garg,10,250.0,26,18990139,330656,29688,https://i.ytimg.com/vi/ZLU4rx24024/hqdefault.jpg,3206,14,2025-06-27T05:30:02Z,6380000,music,thumbnails/ZLU4rx24024.jpg,4,3,112.0611574074070,58.52745631302590
rjjp91YngZE,Baby shark-Marble Music #relaxing #music #satisfying,22,10.0,0,47533428,197096,186,https://i.ytimg.com/vi/rjjp91YngZE/hqdefault.jpg,0,25,2025-06-15T10:49:28Z,942000,music,thumbnails/rjjp91YngZE.jpg,1,1,92.83017939814820,13.370573986877200
sq2MVbuHs-M,"Raaj Karega Maalik | Maalik | Rajkummar Rao, Manushi Chhillar |Sachin–Jigar|Akasa, MC SQUARE|Amitabh",10,184.0,21,17242208,55399,2001,https://i.ytimg.com/vi/sq2MVbuHs-M/hqdefault.jpg,2615,6,2025-07-04T08:43:37Z,76900000,music,thumbnails/sq2MVbuHs-M.jpg,2,1,74.49251157407410,91.36851878976430
G-fCOEZnnTs,Gabriela,10,198.0,3,16604112,311535,4442,https://i.ytimg.com/vi/G-fCOEZnnTs/hqdefault.jpg,620,21,2025-06-20T04:01:25Z,2720,music,thumbnails/G-fCOEZnnTs.jpg,1,1,31.52450810185190,58.062828755344100
gXAnRuVlAvk,Jaylann - Ha Wlidi [Official Music Video] | (جيلان - ها وليدي (فيديو كليب,10,168.0,39,15388122,262624,36844,https://i.ytimg.com/vi/gXAnRuVlAvk/hqdefault.jpg,1334,27,2025-06-13T14:00:05Z,821000,music,thumbnails/gXAnRuVlAvk.jpg,1,1,43.85138310185190,43.39115381251380
sd1XTaoYTl4,DUM DUM (Official Video): Ft. Jacqueline Fernandez | Jaani | Asees Kaur | Bunny | Bhushan Kumar,10,226.0,22,15023816,313615,13877,https://i.ytimg.com/vi/sd1XTaoYTl4/hqdefault.jpg,1859,10,2025-07-01T05:30:07Z,298000000,music,thumbnails/sd1XTaoYTl4.jpg,1,1,32.95169560185190,62.837910528622800
knGCfzm4jWs,Guru Randhawa - SIRRA ( Official Video ),10,154.0,15,13433184,270617,15793,https://i.ytimg.com/vi/knGCfzm4jWs/hqdefault.jpg,1934,10,2025-07-01T05:31:15Z,4860000,music,thumbnails/knGCfzm4jWs.jpg,4,3,61.28723958333330,39.00753761254490
5w8jCDiZk74,"She made the audience sing ""Africa!"" 🤩 Pub Choir on AGT!",24,60.0,30,25760095,783209,5266,https://i.ytimg.com/vi/5w8jCDiZk74/hqdefault.jpg,1156,19,2025-06-21T12:00:12Z,30500000,music,thumbnails/5w8jCDiZk74.jpg,3,1,26.891296296296300,32.94551337791600
L6R6GNyX0xE,#song #love #music Ishq Ne Jala diya sab Kuchh Bhula Diya,22,16.0,0,26076187,174500,2314,https://i.ytimg.com/vi/L6R6GNyX0xE/hqdefault.jpg,0,30,2025-06-11T03:28:58Z,179000,music,thumbnails/L6R6GNyX0xE.jpg,3,2,60.86340856481480,18.69054461615370
QZfH7cFp3Ys,Twenty One Pilots - The Contract (Official Video),10,265.0,24,12008786,317675,24498,https://i.ytimg.com/vi/QZfH7cFp3Ys/hqdefault.jpg,4754,28,2025-06-12T16:01:11Z,13900000,music,thumbnails/QZfH7cFp3Ys.jpg,3,2,33.380711805555600,33.90050232345580
Us1hwscuiNs,Kai Cenat WOKE UP to Lil Uzi Vert 😭💀,10,30.0,5,22400896,724336,1162,https://i.ytimg.com/vi/Us1hwscuiNs/hqdefault.jpg,1874,12,2025-06-28T18:40:13Z,5640000,music,thumbnails/Us1hwscuiNs.jpg,3,2,64.41969328703700,36.89823747621700
xEqCawr4KeU,Basti Ka Hasti ‘Raju Bhai’ #music #explore #viral #rajubhai,10,15.0,0,24205828,370932,1024,https://i.ytimg.com/vi/xEqCawr4KeU/hqdefault.jpg,0,18,2025-06-22T09:27:50Z,35800,music,thumbnails/xEqCawr4KeU.jpg,4,1,90.19267939814810,28.50985770074680
0epFCthbEWo,He’s playing chess while y’all playing checkers 🧠🎧 #bensonboone #music,22,11.0,0,27312357,432487,6307,https://i.ytimg.com/vi/0epFCthbEWo/hqdefault.jpg,347,20,2025-06-20T19:16:16Z,199000,music,thumbnails/0epFCthbEWo.jpg,2,2,45.78270833333330,35.45631942720490
XCjU9qbfv1U,Davido - With You (Official Video) ft. Omah Lay,10,140.0,18,11598719,175126,14030,https://i.ytimg.com/vi/XCjU9qbfv1U/hqdefault.jpg,878,24,2025-06-16T16:00:06Z,762000,music,thumbnails/XCjU9qbfv1U.jpg,0,0,61.023912037037000,56.939727737237400
BAdCCBP8uDY,🔥😍#newmusic #music #phonkmusic #phonk #automobile #dance #社交ダンサー #dancer #踊れオーケストラ #ballroomdance,22,10.0,0,27905015,174648,278,https://i.ytimg.com/vi/BAdCCBP8uDY/hqdefault.jpg,0,15,2025-06-25T19:32:50Z,3600000,music,thumbnails/BAdCCBP8uDY.jpg,10,2,55.67922453703700,33.25053016793010
lWdAlQ7dvPM,「はじまるよ」でドレミを学ぼう！🎹🌈 #童謡 #キッズ #音楽教育 #shorts,24,13.0,12,27153201,133484,0,https://i.ytimg.com/vi/lWdAlQ7dvPM/hqdefault.jpg,520,23,2025-06-18T08:20:14Z,302000,music,thumbnails/lWdAlQ7dvPM.jpg,2,2,85.76344907407410,101.76769365369500
_Q-I-wzFuzs,Your Life.... #music #beats #short  #shorts #father #funny #funnycomedy #funnyshorts #funnymemes#sad,22,6.0,23,31594439,187298,390,https://i.ytimg.com/vi/_Q-I-wzFuzs/hqdefault.jpg,4342,12,2025-06-28T13:30:34Z,12200,music,thumbnails/_Q-I-wzFuzs.jpg,0,0,62.75005787037040,39.16960148171240
s0bJkT5EyTc,Dhanda Nyoliwala - Ishq Bawla (Official Video) | Xvir Grewal | Coke Studio Bharat | Haryanvi Song,10,295.0,25,10638905,248680,11347,https://i.ytimg.com/vi/s0bJkT5EyTc/hqdefault.jpg,4204,23,2025-06-18T05:30:07Z,6630000,music,thumbnails/s0bJkT5EyTc.jpg,4,1,45.901869212963000,44.09452697578920
F22B-xSVAbs,A song full of emotions #fatherslove #countryfolkdramatic #music,24,37.0,0,25128706,591233,10581,https://i.ytimg.com/vi/F22B-xSVAbs/hqdefault.jpg,0,13,2025-06-27T15:16:31Z,208000,music,thumbnails/F22B-xSVAbs.jpg,5,1,59.05505208333330,32.70297615950420
AX0jQYaIeDc,Alex Warren & ROSÉ - On My Mind (Official Music Video),10,221.0,0,9956007,441913,23597,https://i.ytimg.com/vi/AX0jQYaIeDc/hqdefault.jpg,4975,14,2025-06-27T04:00:06Z,8110,music,thumbnails/AX0jQYaIeDc.jpg,2,1,84.3097337962963,25.35130672669680
URlPXepBZdo,Clipse - So Be It (Official Music Video),10,199.0,6,9866376,317593,28747,https://i.ytimg.com/vi/URlPXepBZdo/hqdefault.jpg,2627,23,2025-06-17T16:00:46Z,77800,music,thumbnails/URlPXepBZdo.jpg,2,1,24.859247685185200,0.0
WxbiTUeh8hM,DEVITO - EGO,10,226.0,39,9993621,51857,972,https://i.ytimg.com/vi/WxbiTUeh8hM/hqdefault.jpg,3488,30,2025-06-10T22:03:18Z,735000,music,thumbnails/WxbiTUeh8hM.jpg,1,1,100.32010416666700,30.438605450732100
oClEikOykEE,#love #song #slowedandreverb #remix #music #lovesongsmushup #lovemusic #carsongs #lovesong #funny,10,12.0,0,21047763,155657,111,https://i.ytimg.com/vi/oClEikOykEE/hqdefault.jpg,0,18,2025-06-23T06:39:17Z,267000,music,thumbnails/oClEikOykEE.jpg,5,1,92.17177083333330,25.82478523544450
kYYIwT6wCLc,don’t blink. the switch-up is insane 😳✨ #dualipa #music,22,18.0,0,19745260,426386,1907,https://i.ytimg.com/vi/kYYIwT6wCLc/hqdefault.jpg,0,12,2025-06-29T00:44:20Z,199000,music,thumbnails/kYYIwT6wCLc.jpg,3,3,31.827395833333300,41.74540073980510
G9rJC-cD_hk,Tena - បងក្រ Feat. YCN Rakhie,24,298.0,1,9286463,100616,3161,https://i.ytimg.com/vi/G9rJC-cD_hk/hqdefault.jpg,224,27,2025-06-13T12:30:27Z,1760000,music,thumbnails/G9rJC-cD_hk.jpg,2,2,29.015729166666700,43.136151445087300
3hvB01MrjVM,Two best friends #dance #africa #danse #music #dancer #heart #viralvideo #comedy #viral #viralshorts,22,9.0,0,21831766,38277,199,https://i.ytimg.com/vi/3hvB01MrjVM/hqdefault.jpg,0,9,2025-07-01T11:16:16Z,27400,music,thumbnails/3hvB01MrjVM.jpg,4,1,89.5204050925926,19.58401048260940
VTbo8E8es9A,Mbosso - Pawa (Official Music Video),10,228.0,35,8977468,108629,5924,https://i.ytimg.com/vi/VTbo8E8es9A/hqdefault.jpg,1525,21,2025-06-19T15:00:06Z,3290000,music,thumbnails/VTbo8E8es9A.jpg,7,4,85.77570023148150,59.95550336231910
1UBuhWgHZQs,BRAINROT VIBES Vol. 1: We Shouldn’t Be Here | Official Music Video,10,205.0,27,8824626,17480,461,https://i.ytimg.com/vi/1UBuhWgHZQs/hqdefault.jpg,210,27,2025-06-13T12:30:06Z,707000,music,thumbnails/1UBuhWgHZQs.jpg,2,1,79.73797453703700,101.04376008042800
vuMyYFvnTXg,Fantomel x @KateLinnOfficial - Dame Un Grrr (Official Audio),10,134.0,0,8455428,118674,5753,https://i.ytimg.com/vi/vuMyYFvnTXg/hqdefault.jpg,1996,21,2025-06-20T07:01:03Z,353000,music,thumbnails/vuMyYFvnTXg.jpg,2,1,82.93513888888890,134.60574786755600
MPcg4pdmHbA,He really made it iconic 😂💯 #song #music #ytshorts #youtubeshorts,22,20.0,4,16710304,456496,960,https://i.ytimg.com/vi/MPcg4pdmHbA/hqdefault.jpg,37,9,2025-07-01T10:30:28Z,109000,music,thumbnails/MPcg4pdmHbA.jpg,7,1,112.83754050925900,23.625453455850300
cOD9RS5e88o,Naa Koduka Lyrical Video (Telugu) | Kuberaa | Nagarjuna | Dhanush | Rashmika | Sekhar Kammula | DSP,10,285.0,24,7802182,91524,4162,https://i.ytimg.com/vi/cOD9RS5e88o/hqdefault.jpg,2593,22,2025-06-18T15:13:01Z,35400000,music,thumbnails/cOD9RS5e88o.jpg,1,1,51.463425925925900,43.5489610842715
2eElkGOFVWA,Jaloliddin Ahmadaliyev - Yuragimey (Official Music Video),10,266.0,13,7728587,30516,5684,https://i.ytimg.com/vi/2eElkGOFVWA/hqdefault.jpg,796,26,2025-06-14T14:00:03Z,10600000,music,thumbnails/2eElkGOFVWA.jpg,9,3,51.80476851851850,37.10495582511690
fdYFKOMQGUU,ORANGE RANGE – イケナイ太陽 (令和ver. Music Video),10,285.0,0,7734457,301770,18805,https://i.ytimg.com/vi/fdYFKOMQGUU/hqdefault.jpg,378,8,2025-07-02T11:21:00Z,246000,music,thumbnails/fdYFKOMQGUU.jpg,10,2,68.5714699074074,99.94195361838530
hNnBpLPVptU,"ITALIAN BRAINROT - Rap Song ( Ft Brr Brr Patapim, Tralalero Tralala )",24,62.0,0,7773334,26849,597,https://i.ytimg.com/vi/hNnBpLPVptU/hqdefault.jpg,1940,29,2025-06-11T20:00:35Z,35900,music,thumbnails/hNnBpLPVptU.jpg,4,3,28.43394097222220,36.49899612245940
bIrKxUD3vOE,he makes full music from one cup #interviewshorts #funny #comedian #bts #funniestvideo #comedyskits,22,117.0,0,13853011,269506,1366,https://i.ytimg.com/vi/bIrKxUD3vOE/hqdefault.jpg,0,18,2025-06-23T04:28:42Z,8560,music,thumbnails/bIrKxUD3vOE.jpg,4,2,24.650734953703700,37.4316825013483
FU5Bn5ans4Y,#oldies #coversong #singer #song #vintage #beats #funny #halloween #warthunder #music,22,11.0,0,14936672,141517,3042,https://i.ytimg.com/vi/FU5Bn5ans4Y/hqdefault.jpg,0,29,2025-06-11T15:26:27Z,129000,music,thumbnails/FU5Bn5ans4Y.jpg,4,1,68.58863425925930,25.34744284068600
wHlAnhkLUvw,Fantomel x @KateLinnOfficial - Dame Un Grrr (Official Video),10,152.0,8,7530975,111586,5236,https://i.ytimg.com/vi/wHlAnhkLUvw/hqdefault.jpg,2112,9,2025-07-01T13:00:07Z,353000,music,thumbnails/wHlAnhkLUvw.jpg,3,1,63.00509259259260,39.07204150232830
MsIvMhtPFwA,IShowSpeed - Higher (Official Music Video),20,167.0,1,7192324,392880,41070,https://i.ytimg.com/vi/MsIvMhtPFwA/hqdefault.jpg,841,24,2025-06-16T16:00:07Z,41800000,music,thumbnails/MsIvMhtPFwA.jpg,1,1,93.96271412037040,22.52052543149650
